id,account_id,brand_id,chatter_id,created_at,updated_at,session
286,533,5,302,04/22/2010 01:52:44,04/22/2010 01:52:44,138781
287,533,5,303,04/22/2010 01:52:47,04/22/2010 01:52:47,138782
288,533,5,305,04/22/2010 03:17:56,04/22/2010 03:17:56,138798
289,2,1,306,04/22/2010 04:28:44,04/22/2010 04:28:44,138801
290,2,1,308,04/22/2010 14:04:19,02/01/2011 17:31:57,138814
291,2,1,309,04/22/2010 15:24:42,04/22/2010 15:24:42,138821
292,533,5,311,04/22/2010 21:23:39,04/22/2010 21:23:39,138890
293,533,5,312,04/23/2010 13:58:14,04/23/2010 13:58:14,138918
294,2,1,313,04/23/2010 19:07:14,04/23/2010 19:07:14,138941
295,2,1,314,04/23/2010 19:09:38,04/23/2010 19:09:38,138942
296,2,1,315,04/23/2010 19:10:03,04/23/2010 19:10:03,138943
297,2,1,316,04/24/2010 01:23:51,05/23/2010 02:55:32,138971
298,533,5,317,04/24/2010 01:52:37,04/24/2010 01:52:37,138973
299,533,5,318,04/24/2010 02:50:24,04/24/2010 02:50:24,138989
300,2,1,319,04/24/2010 22:08:19,04/24/2010 22:08:19,139166
301,2,1,321,04/25/2010 08:25:22,04/25/2010 08:25:22,139204
302,533,5,322,04/25/2010 17:05:13,04/25/2010 17:05:13,139218
303,2,1,323,04/25/2010 20:34:02,04/25/2010 20:34:02,139245
304,2,1,324,04/26/2010 00:37:50,04/26/2010 00:37:50,139281
305,2,1,325,04/26/2010 15:42:48,04/26/2010 15:42:48,139314
306,2,1,326,04/26/2010 18:40:04,04/26/2010 18:40:04,139325
307,533,5,327,04/26/2010 18:40:19,05/12/2010 19:06:59,139326
308,2,1,328,04/26/2010 18:40:26,04/26/2010 18:40:26,139328
309,2,1,329,04/26/2010 18:40:26,04/26/2010 18:40:26,139327
310,2,1,330,04/26/2010 18:40:43,04/26/2010 18:40:43,139330
311,2,1,331,04/26/2010 18:41:04,04/26/2010 18:41:04,139331
312,2,1,332,04/26/2010 18:41:07,04/26/2010 18:41:07,139332
313,2,1,333,04/26/2010 18:41:13,03/22/2011 19:51:54,139333
314,2,1,334,04/26/2010 18:41:31,04/26/2010 18:41:31,139334
315,2,1,335,04/26/2010 18:42:26,04/26/2010 18:42:26,139335
316,2,1,336,04/26/2010 20:12:53,04/26/2010 20:12:53,139345
317,2,1,337,04/26/2010 21:29:57,04/26/2010 21:29:57,139364
318,533,5,338,04/27/2010 17:35:40,06/26/2010 13:16:50,139439
319,2,1,339,04/28/2010 20:12:14,04/28/2010 20:12:14,139522
320,532,2,340,04/28/2010 21:19:37,04/28/2010 21:19:37,139530
321,2,1,341,04/29/2010 15:09:08,04/29/2010 15:09:08,139577
322,2,1,342,04/29/2010 17:32:00,04/29/2010 17:32:00,139581
323,533,5,344,04/29/2010 20:28:45,04/29/2010 20:28:45,139612
324,2,1,345,04/29/2010 22:00:54,04/29/2010 22:00:54,139829
325,2,1,346,04/30/2010 00:43:50,04/30/2010 00:43:50,139842
326,2,1,347,04/30/2010 02:13:09,04/30/2010 02:13:09,139850
327,2,1,348,04/30/2010 05:21:23,04/30/2010 05:21:23,139860
328,2,1,349,04/30/2010 05:39:37,04/30/2010 05:39:37,139863
329,2,1,350,04/30/2010 13:46:09,04/30/2010 13:46:09,139871
330,2,1,351,04/30/2010 14:50:52,04/30/2010 14:50:52,139873
331,2,1,352,04/30/2010 17:16:45,04/30/2010 17:16:45,139880
332,2,1,353,04/30/2010 18:26:02,04/30/2010 18:26:02,139885
333,2,1,354,04/30/2010 19:29:38,04/30/2010 19:29:38,139891
334,2,1,355,04/30/2010 19:40:46,04/30/2010 19:40:46,139895
335,533,5,356,04/30/2010 20:25:24,04/30/2010 20:25:24,139899
336,533,5,357,04/30/2010 21:39:45,04/30/2010 21:39:45,140165
337,2,1,359,05/01/2010 02:28:39,05/01/2010 02:28:39,140185
338,2,1,360,05/01/2010 02:35:52,10/22/2010 16:20:38,140186
339,2,1,361,05/01/2010 04:12:26,05/01/2010 04:12:26,140189
340,2,1,362,05/01/2010 14:40:43,05/22/2010 03:17:58,140199
341,2,1,363,05/01/2010 16:07:41,05/01/2010 16:07:41,140203
342,2,1,365,05/01/2010 17:33:44,05/01/2010 17:33:44,140212
343,2,1,366,05/01/2010 18:21:38,09/23/2010 04:29:17,140217
344,2,1,367,05/01/2010 18:57:20,05/01/2010 18:57:20,140219
345,2,1,368,05/01/2010 21:07:31,05/01/2010 21:07:31,140224
346,2,1,369,05/01/2010 21:08:08,05/01/2010 21:08:08,140225
347,2,1,370,05/01/2010 22:15:13,05/01/2010 22:15:13,140235
348,2,1,371,05/02/2010 00:35:35,05/02/2010 00:35:35,140249
349,533,5,372,05/02/2010 03:16:06,05/02/2010 03:16:06,140261
350,533,5,376,05/02/2010 17:08:56,05/02/2010 17:08:56,140300
351,2,1,377,05/02/2010 17:55:31,05/02/2010 17:55:31,140304
352,2,1,379,05/02/2010 19:02:48,05/02/2010 19:02:48,140317
353,2,1,380,05/03/2010 04:35:26,05/03/2010 04:35:26,140375
354,2,1,381,05/03/2010 07:12:54,05/03/2010 07:12:54,140376
355,2,1,384,05/03/2010 19:19:54,05/03/2010 19:19:54,140395
356,2,1,385,05/03/2010 21:49:19,05/03/2010 21:49:19,140413
357,2,1,386,05/03/2010 22:58:39,05/03/2010 22:58:39,140421
358,533,5,387,05/03/2010 23:44:12,05/03/2010 23:44:12,140425
359,533,5,388,05/04/2010 03:37:19,05/04/2010 03:37:19,140440
360,2,1,389,05/04/2010 03:42:13,05/04/2010 03:42:13,140441
361,2,1,390,05/04/2010 09:25:55,05/04/2010 09:25:55,140444
362,2,1,391,05/04/2010 12:49:06,07/14/2010 17:49:48,140446
363,2,1,392,05/04/2010 16:52:03,06/28/2010 01:33:33,140456
364,533,5,393,05/04/2010 18:29:10,05/04/2010 18:29:10,140464
365,2,1,394,05/04/2010 22:28:17,05/28/2010 06:13:32,140485
366,2,1,396,05/05/2010 00:20:00,05/05/2010 00:20:00,140494
367,2,1,397,05/05/2010 01:28:44,05/05/2010 01:28:44,140498
368,2,1,398,05/05/2010 02:10:38,05/05/2010 02:10:38,140499
369,2,1,399,05/05/2010 04:15:13,05/05/2010 04:15:13,140510
370,2,1,400,05/05/2010 06:33:34,05/05/2010 06:33:34,140511
371,2,1,401,05/05/2010 08:55:05,05/05/2010 08:55:05,140516
372,2,1,402,05/05/2010 08:55:32,05/05/2010 08:55:32,140517
373,533,5,403,05/05/2010 12:25:45,05/05/2010 12:25:45,140521
374,2,1,405,05/05/2010 16:39:36,05/15/2010 20:06:40,140539
375,2,1,406,05/05/2010 16:49:30,05/05/2010 16:49:30,140543
376,2,1,407,05/05/2010 17:21:56,05/05/2010 17:21:56,140544
377,2,1,408,05/05/2010 18:50:20,05/05/2010 18:50:20,140548
378,2,1,410,05/05/2010 20:57:12,05/05/2010 20:57:12,140561
379,1,2,411,05/05/2010 23:39:43,05/09/2010 20:14:28,140566
