id,tag_id,taggable_id,tagger_id,tagger_type,taggable_type,context,created_at
81,24,81,,,TextContent,sext,09/17/2009 21:14:51
82,24,82,,,TextContent,sext,09/17/2009 21:14:51
83,24,83,,,TextContent,sext,09/17/2009 21:14:51
84,5,84,,,TextContent,sext,09/17/2009 21:14:51
85,5,85,,,TextContent,sext,09/17/2009 21:14:51
86,5,86,,,TextContent,sext,09/17/2009 21:14:51
87,5,87,,,TextContent,sext,09/17/2009 21:14:51
88,6,88,,,TextContent,sext,09/17/2009 21:14:51
89,6,89,,,TextContent,sext,09/17/2009 21:14:51
90,6,90,,,TextContent,sext,09/17/2009 21:14:51
91,6,91,,,TextContent,sext,09/17/2009 21:14:51
92,9,92,,,TextContent,sext,09/17/2009 21:19:54
93,9,93,,,TextContent,sext,09/17/2009 21:19:54
94,15,94,,,TextContent,sext,09/17/2009 21:19:54
95,15,95,,,TextContent,sext,09/17/2009 21:19:54
96,15,96,,,TextContent,sext,09/17/2009 21:19:54
97,15,97,,,TextContent,sext,09/17/2009 21:19:54
98,1,98,,,TextContent,sext,09/17/2009 21:19:54
99,1,99,,,TextContent,sext,09/17/2009 21:19:54
100,1,100,,,TextContent,sext,09/17/2009 21:19:54
101,1,101,,,TextContent,sext,09/17/2009 21:19:54
102,10,102,,,TextContent,sext,09/17/2009 21:19:54
103,10,103,,,TextContent,sext,09/17/2009 21:19:54
104,10,104,,,TextContent,sext,09/17/2009 21:19:54
105,10,105,,,TextContent,sext,09/17/2009 21:19:54
106,16,106,,,TextContent,sext,09/17/2009 21:19:54
107,25,107,,,TextContent,sext,09/17/2009 21:19:54
108,25,108,,,TextContent,sext,09/17/2009 21:19:54
109,25,109,,,TextContent,sext,09/17/2009 21:19:54
110,25,110,,,TextContent,sext,09/17/2009 21:19:54
111,26,111,,,TextContent,sext,09/17/2009 21:19:54
112,26,112,,,TextContent,sext,09/17/2009 21:19:55
113,26,113,,,TextContent,sext,09/17/2009 21:19:55
114,26,114,,,TextContent,sext,09/17/2009 21:19:55
115,18,115,,,TextContent,sext,09/17/2009 21:19:55
116,18,116,,,TextContent,sext,09/17/2009 21:19:55
117,18,117,,,TextContent,sext,09/17/2009 21:19:55
118,18,118,,,TextContent,sext,09/17/2009 21:19:55
119,19,119,,,TextContent,sext,09/17/2009 21:19:55
120,19,120,,,TextContent,sext,09/17/2009 21:19:55
121,19,121,,,TextContent,sext,09/17/2009 21:19:55
122,19,122,,,TextContent,sext,09/17/2009 21:19:55
123,20,123,,,TextContent,sext,09/17/2009 21:19:55
124,20,124,,,TextContent,sext,09/17/2009 21:19:55
125,20,125,,,TextContent,sext,09/17/2009 21:19:55
126,20,126,,,TextContent,sext,09/17/2009 21:19:55
127,3,127,,,TextContent,sext,09/17/2009 21:19:55
128,3,128,,,TextContent,sext,09/17/2009 21:19:55
129,3,129,,,TextContent,sext,09/17/2009 21:19:55
130,3,130,,,TextContent,sext,09/17/2009 21:19:55
131,4,131,,,TextContent,sext,09/17/2009 21:19:55
132,4,132,,,TextContent,sext,09/17/2009 21:19:55
133,4,133,,,TextContent,sext,09/17/2009 21:19:55
134,4,134,,,TextContent,sext,09/17/2009 21:19:55
135,7,135,,,TextContent,sext,09/17/2009 21:19:55
136,7,136,,,TextContent,sext,09/17/2009 21:19:55
137,7,137,,,TextContent,sext,09/17/2009 21:19:55
138,2,138,,,TextContent,sext,09/17/2009 21:19:55
139,2,139,,,TextContent,sext,09/17/2009 21:19:55
140,2,140,,,TextContent,sext,09/17/2009 21:19:55
141,2,141,,,TextContent,sext,09/17/2009 21:19:55
143,14,143,,,TextContent,sext,09/17/2009 21:19:55
144,14,144,,,TextContent,sext,09/17/2009 21:19:55
145,14,145,,,TextContent,sext,09/17/2009 21:19:56
146,14,146,,,TextContent,sext,09/17/2009 21:19:56
147,28,147,,,TextContent,sext,09/17/2009 21:19:56
148,28,148,,,TextContent,sext,09/17/2009 21:19:56
149,28,149,,,TextContent,sext,09/17/2009 21:19:56
150,28,150,,,TextContent,sext,09/17/2009 21:19:56
151,17,151,,,TextContent,sext,09/17/2009 21:19:56
152,17,152,,,TextContent,sext,09/17/2009 21:19:56
153,17,153,,,TextContent,sext,09/17/2009 21:19:56
154,17,154,,,TextContent,sext,09/17/2009 21:19:56
155,12,155,,,TextContent,sext,09/17/2009 21:19:56
156,12,156,,,TextContent,sext,09/17/2009 21:19:56
157,12,157,,,TextContent,sext,09/17/2009 21:19:56
158,12,158,,,TextContent,sext,09/17/2009 21:19:56
159,8,159,,,TextContent,sext,09/17/2009 21:19:56
160,8,160,,,TextContent,sext,09/17/2009 21:19:56
161,8,161,,,TextContent,sext,09/17/2009 21:19:56
162,11,162,,,TextContent,sext,09/17/2009 21:19:56
163,11,163,,,TextContent,sext,09/17/2009 21:19:56
164,11,164,,,TextContent,sext,09/17/2009 21:19:56
165,11,165,,,TextContent,sext,09/17/2009 21:19:56
166,21,166,,,TextContent,sext,09/17/2009 21:19:56
167,13,167,,,TextContent,sext,09/17/2009 21:19:56
168,13,168,,,TextContent,sext,09/17/2009 21:19:56
169,13,169,,,TextContent,sext,09/17/2009 21:19:56
170,13,170,,,TextContent,sext,09/17/2009 21:19:56
171,24,171,,,TextContent,sext,09/17/2009 21:19:56
172,24,172,,,TextContent,sext,09/17/2009 21:19:56
173,24,173,,,TextContent,sext,09/17/2009 21:19:56
174,24,174,,,TextContent,sext,09/17/2009 21:19:56
175,5,175,,,TextContent,sext,09/17/2009 21:19:56
176,5,176,,,TextContent,sext,09/17/2009 21:19:56
177,5,177,,,TextContent,sext,09/17/2009 21:19:56
178,5,178,,,TextContent,sext,09/17/2009 21:19:56
179,6,179,,,TextContent,sext,09/17/2009 21:19:56
180,6,180,,,TextContent,sext,09/17/2009 21:19:56
181,6,181,,,TextContent,sext,09/17/2009 21:19:56
182,6,182,,,TextContent,sext,09/17/2009 21:19:56
183,1,183,,,TextContent,sext,09/21/2009 19:32:58
184,3,3,,,Oprofile,sext,09/24/2009 16:43:39
185,4,3,,,Oprofile,sext,09/24/2009 16:43:39
186,5,3,,,Oprofile,sext,09/24/2009 16:43:39
187,6,3,,,Oprofile,sext,09/24/2009 16:43:39
188,7,3,,,Oprofile,sext,09/24/2009 16:43:39
189,8,3,,,Oprofile,sext,09/24/2009 16:43:39
190,9,3,,,Oprofile,sext,09/24/2009 16:43:39
191,10,3,,,Oprofile,sext,09/24/2009 16:43:39
192,11,3,,,Oprofile,sext,09/24/2009 16:43:39
193,14,3,,,Oprofile,sext,09/24/2009 16:43:39
194,16,3,,,Oprofile,sext,09/24/2009 16:43:39
195,17,3,,,Oprofile,sext,09/24/2009 16:43:39
196,18,3,,,Oprofile,sext,09/24/2009 16:43:39
197,19,3,,,Oprofile,sext,09/24/2009 16:43:39
198,20,3,,,Oprofile,sext,09/24/2009 16:43:39
199,23,3,,,Oprofile,sext,09/24/2009 16:43:39
200,1,4,,,Oprofile,sext,09/24/2009 16:56:12
201,2,4,,,Oprofile,sext,09/24/2009 16:56:12
202,3,4,,,Oprofile,sext,09/24/2009 16:56:12
203,4,4,,,Oprofile,sext,09/24/2009 16:56:12
204,5,4,,,Oprofile,sext,09/24/2009 16:56:12
205,6,4,,,Oprofile,sext,09/24/2009 16:56:12
206,7,4,,,Oprofile,sext,09/24/2009 16:56:12
207,9,4,,,Oprofile,sext,09/24/2009 16:56:12
208,17,4,,,Oprofile,sext,09/24/2009 16:56:12
209,18,4,,,Oprofile,sext,09/24/2009 16:56:12
210,1,5,,,Oprofile,sext,09/24/2009 16:58:07
211,2,5,,,Oprofile,sext,09/24/2009 16:58:07
212,3,5,,,Oprofile,sext,09/24/2009 16:58:07
213,4,5,,,Oprofile,sext,09/24/2009 16:58:07
214,5,5,,,Oprofile,sext,09/24/2009 16:58:07
215,6,5,,,Oprofile,sext,09/24/2009 16:58:07
216,7,5,,,Oprofile,sext,09/24/2009 16:58:07
217,9,5,,,Oprofile,sext,09/24/2009 16:58:07
218,1,6,,,Oprofile,sext,09/24/2009 17:00:22
219,2,6,,,Oprofile,sext,09/24/2009 17:00:22
220,3,6,,,Oprofile,sext,09/24/2009 17:00:22
221,4,6,,,Oprofile,sext,09/24/2009 17:00:22
222,5,6,,,Oprofile,sext,09/24/2009 17:00:22
223,6,6,,,Oprofile,sext,09/24/2009 17:00:22
224,7,6,,,Oprofile,sext,09/24/2009 17:00:22
225,8,6,,,Oprofile,sext,09/24/2009 17:00:22
226,9,6,,,Oprofile,sext,09/24/2009 17:00:22
227,11,6,,,Oprofile,sext,09/24/2009 17:00:22
228,12,6,,,Oprofile,sext,09/24/2009 17:00:22
229,13,6,,,Oprofile,sext,09/24/2009 17:00:22
230,15,6,,,Oprofile,sext,09/24/2009 17:00:22
231,17,6,,,Oprofile,sext,09/24/2009 17:00:22
232,18,6,,,Oprofile,sext,09/24/2009 17:00:22
233,19,6,,,Oprofile,sext,09/24/2009 17:00:22
234,20,6,,,Oprofile,sext,09/24/2009 17:00:22
235,21,6,,,Oprofile,sext,09/24/2009 17:00:22
236,25,6,,,Oprofile,sext,09/24/2009 17:00:22
237,1,7,,,Oprofile,sext,09/24/2009 17:02:03
238,2,7,,,Oprofile,sext,09/24/2009 17:02:03
239,3,7,,,Oprofile,sext,09/24/2009 17:02:03
240,4,7,,,Oprofile,sext,09/24/2009 17:02:03
241,5,7,,,Oprofile,sext,09/24/2009 17:02:03
242,6,7,,,Oprofile,sext,09/24/2009 17:02:03
243,7,7,,,Oprofile,sext,09/24/2009 17:02:03
244,8,8,,,Oprofile,sext,09/24/2009 17:04:23
245,9,8,,,Oprofile,sext,09/24/2009 17:04:23
246,10,8,,,Oprofile,sext,09/24/2009 17:04:23
247,11,8,,,Oprofile,sext,09/24/2009 17:04:23
248,12,8,,,Oprofile,sext,09/24/2009 17:04:23
249,13,8,,,Oprofile,sext,09/24/2009 17:04:23
250,14,8,,,Oprofile,sext,09/24/2009 17:04:23
251,15,8,,,Oprofile,sext,09/24/2009 17:04:23
252,20,8,,,Oprofile,sext,09/24/2009 17:04:23
253,21,8,,,Oprofile,sext,09/24/2009 17:04:23
254,25,8,,,Oprofile,sext,09/24/2009 17:04:23
255,1,9,,,Oprofile,sext,09/24/2009 17:06:04
256,2,9,,,Oprofile,sext,09/24/2009 17:06:04
257,3,9,,,Oprofile,sext,09/24/2009 17:06:04
258,4,9,,,Oprofile,sext,09/24/2009 17:06:04
259,5,9,,,Oprofile,sext,09/24/2009 17:06:04
260,6,9,,,Oprofile,sext,09/24/2009 17:06:04
261,7,9,,,Oprofile,sext,09/24/2009 17:06:04
262,8,9,,,Oprofile,sext,09/24/2009 17:06:04
263,9,9,,,Oprofile,sext,09/24/2009 17:06:04
264,10,9,,,Oprofile,sext,09/24/2009 17:06:04
265,11,9,,,Oprofile,sext,09/24/2009 17:06:04
266,12,9,,,Oprofile,sext,09/24/2009 17:06:04
267,13,9,,,Oprofile,sext,09/24/2009 17:06:04
268,14,9,,,Oprofile,sext,09/24/2009 17:06:04
269,15,9,,,Oprofile,sext,09/24/2009 17:06:04
270,16,9,,,Oprofile,sext,09/24/2009 17:06:04
271,17,9,,,Oprofile,sext,09/24/2009 17:06:04
272,18,9,,,Oprofile,sext,09/24/2009 17:06:04
273,19,9,,,Oprofile,sext,09/24/2009 17:06:04
274,20,9,,,Oprofile,sext,09/24/2009 17:06:04
275,21,9,,,Oprofile,sext,09/24/2009 17:06:04
276,22,9,,,Oprofile,sext,09/24/2009 17:06:04
277,24,9,,,Oprofile,sext,09/24/2009 17:06:04
278,25,9,,,Oprofile,sext,09/24/2009 17:06:04
279,26,9,,,Oprofile,sext,09/24/2009 17:06:04
280,27,9,,,Oprofile,sext,09/24/2009 17:06:04
281,28,9,,,Oprofile,sext,09/24/2009 17:06:04
282,1,10,,,Oprofile,sext,09/24/2009 17:07:23
283,2,10,,,Oprofile,sext,09/24/2009 17:07:23
284,3,10,,,Oprofile,sext,09/24/2009 17:07:23
285,4,10,,,Oprofile,sext,09/24/2009 17:07:23
286,5,10,,,Oprofile,sext,09/24/2009 17:07:23
287,6,10,,,Oprofile,sext,09/24/2009 17:07:23
288,7,10,,,Oprofile,sext,09/24/2009 17:07:23
289,8,10,,,Oprofile,sext,09/24/2009 17:07:23
290,9,10,,,Oprofile,sext,09/24/2009 17:07:23
291,10,10,,,Oprofile,sext,09/24/2009 17:07:23
292,11,10,,,Oprofile,sext,09/24/2009 17:07:23
293,12,10,,,Oprofile,sext,09/24/2009 17:07:23
294,13,10,,,Oprofile,sext,09/24/2009 17:07:23
295,14,10,,,Oprofile,sext,09/24/2009 17:07:23
296,15,10,,,Oprofile,sext,09/24/2009 17:07:23
297,16,10,,,Oprofile,sext,09/24/2009 17:07:23
298,17,10,,,Oprofile,sext,09/24/2009 17:07:24
299,18,10,,,Oprofile,sext,09/24/2009 17:07:24
300,19,10,,,Oprofile,sext,09/24/2009 17:07:24
301,20,10,,,Oprofile,sext,09/24/2009 17:07:24
302,21,10,,,Oprofile,sext,09/24/2009 17:07:24
303,22,10,,,Oprofile,sext,09/24/2009 17:07:24
304,24,10,,,Oprofile,sext,09/24/2009 17:07:24
305,25,10,,,Oprofile,sext,09/24/2009 17:07:24
306,26,10,,,Oprofile,sext,09/24/2009 17:07:24
307,27,10,,,Oprofile,sext,09/24/2009 17:07:24
308,28,10,,,Oprofile,sext,09/24/2009 17:07:24
309,1,11,,,Oprofile,sext,09/24/2009 17:09:55
310,2,11,,,Oprofile,sext,09/24/2009 17:09:55
311,3,11,,,Oprofile,sext,09/24/2009 17:09:55
312,4,11,,,Oprofile,sext,09/24/2009 17:09:55
313,5,11,,,Oprofile,sext,09/24/2009 17:09:55
314,6,11,,,Oprofile,sext,09/24/2009 17:09:55
315,7,11,,,Oprofile,sext,09/24/2009 17:09:55
316,8,11,,,Oprofile,sext,09/24/2009 17:09:55
317,9,11,,,Oprofile,sext,09/24/2009 17:09:55
318,10,11,,,Oprofile,sext,09/24/2009 17:09:55
319,11,11,,,Oprofile,sext,09/24/2009 17:09:55
320,12,11,,,Oprofile,sext,09/24/2009 17:09:55
321,13,11,,,Oprofile,sext,09/24/2009 17:09:55
322,14,11,,,Oprofile,sext,09/24/2009 17:09:55
323,15,11,,,Oprofile,sext,09/24/2009 17:09:55
324,16,11,,,Oprofile,sext,09/24/2009 17:09:55
325,17,11,,,Oprofile,sext,09/24/2009 17:09:55
326,18,11,,,Oprofile,sext,09/24/2009 17:09:55
327,19,11,,,Oprofile,sext,09/24/2009 17:09:55
328,20,11,,,Oprofile,sext,09/24/2009 17:09:55
329,21,11,,,Oprofile,sext,09/24/2009 17:09:55
330,22,11,,,Oprofile,sext,09/24/2009 17:09:55
331,24,11,,,Oprofile,sext,09/24/2009 17:09:55
332,25,11,,,Oprofile,sext,09/24/2009 17:09:55
333,26,11,,,Oprofile,sext,09/24/2009 17:09:56
334,27,11,,,Oprofile,sext,09/24/2009 17:09:56
335,28,11,,,Oprofile,sext,09/24/2009 17:09:56
336,1,12,,,Oprofile,sext,09/24/2009 17:11:26
337,2,12,,,Oprofile,sext,09/24/2009 17:11:26
338,3,12,,,Oprofile,sext,09/24/2009 17:11:26
339,4,12,,,Oprofile,sext,09/24/2009 17:11:26
340,5,12,,,Oprofile,sext,09/24/2009 17:11:26
341,6,12,,,Oprofile,sext,09/24/2009 17:11:26
342,7,12,,,Oprofile,sext,09/24/2009 17:11:26
343,8,12,,,Oprofile,sext,09/24/2009 17:11:26
344,9,12,,,Oprofile,sext,09/24/2009 17:11:26
345,10,12,,,Oprofile,sext,09/24/2009 17:11:26
346,11,12,,,Oprofile,sext,09/24/2009 17:11:26
347,12,12,,,Oprofile,sext,09/24/2009 17:11:26
348,13,12,,,Oprofile,sext,09/24/2009 17:11:26
349,14,12,,,Oprofile,sext,09/24/2009 17:11:26
350,15,12,,,Oprofile,sext,09/24/2009 17:11:26
351,16,12,,,Oprofile,sext,09/24/2009 17:11:26
352,17,12,,,Oprofile,sext,09/24/2009 17:11:26
353,18,12,,,Oprofile,sext,09/24/2009 17:11:26
354,19,12,,,Oprofile,sext,09/24/2009 17:11:26
355,20,12,,,Oprofile,sext,09/24/2009 17:11:26
356,21,12,,,Oprofile,sext,09/24/2009 17:11:26
357,22,12,,,Oprofile,sext,09/24/2009 17:11:26
358,24,12,,,Oprofile,sext,09/24/2009 17:11:26
359,25,12,,,Oprofile,sext,09/24/2009 17:11:26
360,26,12,,,Oprofile,sext,09/24/2009 17:11:26
361,27,12,,,Oprofile,sext,09/24/2009 17:11:26
362,28,12,,,Oprofile,sext,09/24/2009 17:11:26
363,1,13,,,Oprofile,sext,09/24/2009 17:13:39
364,2,13,,,Oprofile,sext,09/24/2009 17:13:39
365,3,13,,,Oprofile,sext,09/24/2009 17:13:39
366,4,13,,,Oprofile,sext,09/24/2009 17:13:39
367,5,13,,,Oprofile,sext,09/24/2009 17:13:39
368,6,13,,,Oprofile,sext,09/24/2009 17:13:39
369,7,13,,,Oprofile,sext,09/24/2009 17:13:39
370,8,13,,,Oprofile,sext,09/24/2009 17:13:39
371,9,13,,,Oprofile,sext,09/24/2009 17:13:39
372,10,13,,,Oprofile,sext,09/24/2009 17:13:39
373,11,13,,,Oprofile,sext,09/24/2009 17:13:39
374,12,13,,,Oprofile,sext,09/24/2009 17:13:39
375,13,13,,,Oprofile,sext,09/24/2009 17:13:39
376,14,13,,,Oprofile,sext,09/24/2009 17:13:39
377,15,13,,,Oprofile,sext,09/24/2009 17:13:39
378,16,13,,,Oprofile,sext,09/24/2009 17:13:39
379,18,13,,,Oprofile,sext,09/24/2009 17:13:39
380,21,13,,,Oprofile,sext,09/24/2009 17:13:39
381,1,14,,,Oprofile,sext,09/24/2009 17:15:06
382,2,14,,,Oprofile,sext,09/24/2009 17:15:06
383,3,14,,,Oprofile,sext,09/24/2009 17:15:06
384,4,14,,,Oprofile,sext,09/24/2009 17:15:06
385,5,14,,,Oprofile,sext,09/24/2009 17:15:06
386,6,14,,,Oprofile,sext,09/24/2009 17:15:06
387,7,14,,,Oprofile,sext,09/24/2009 17:15:06
388,8,14,,,Oprofile,sext,09/24/2009 17:15:06
389,9,14,,,Oprofile,sext,09/24/2009 17:15:06
390,10,14,,,Oprofile,sext,09/24/2009 17:15:06
391,11,14,,,Oprofile,sext,09/24/2009 17:15:06
392,12,14,,,Oprofile,sext,09/24/2009 17:15:06
393,13,14,,,Oprofile,sext,09/24/2009 17:15:06
394,14,14,,,Oprofile,sext,09/24/2009 17:15:06
395,15,14,,,Oprofile,sext,09/24/2009 17:15:06
396,16,14,,,Oprofile,sext,09/24/2009 17:15:06
397,17,14,,,Oprofile,sext,09/24/2009 17:15:06
398,18,14,,,Oprofile,sext,09/24/2009 17:15:06
399,19,14,,,Oprofile,sext,09/24/2009 17:15:06
400,20,14,,,Oprofile,sext,09/24/2009 17:15:06
401,21,14,,,Oprofile,sext,09/24/2009 17:15:06
402,22,14,,,Oprofile,sext,09/24/2009 17:15:06
403,24,14,,,Oprofile,sext,09/24/2009 17:15:06
404,25,14,,,Oprofile,sext,09/24/2009 17:15:06
405,26,14,,,Oprofile,sext,09/24/2009 17:15:06
406,27,14,,,Oprofile,sext,09/24/2009 17:15:06
407,28,14,,,Oprofile,sext,09/24/2009 17:15:06
408,1,15,,,Oprofile,sext,09/24/2009 17:16:29
409,2,15,,,Oprofile,sext,09/24/2009 17:16:29
410,3,15,,,Oprofile,sext,09/24/2009 17:16:29
411,4,15,,,Oprofile,sext,09/24/2009 17:16:29
412,5,15,,,Oprofile,sext,09/24/2009 17:16:29
413,6,15,,,Oprofile,sext,09/24/2009 17:16:29
414,7,15,,,Oprofile,sext,09/24/2009 17:16:29
415,8,15,,,Oprofile,sext,09/24/2009 17:16:29
416,9,15,,,Oprofile,sext,09/24/2009 17:16:29
417,10,15,,,Oprofile,sext,09/24/2009 17:16:29
418,11,15,,,Oprofile,sext,09/24/2009 17:16:29
419,12,15,,,Oprofile,sext,09/24/2009 17:16:29
420,13,15,,,Oprofile,sext,09/24/2009 17:16:29
421,14,15,,,Oprofile,sext,09/24/2009 17:16:29
422,15,15,,,Oprofile,sext,09/24/2009 17:16:29
423,16,15,,,Oprofile,sext,09/24/2009 17:16:29
424,17,15,,,Oprofile,sext,09/24/2009 17:16:29
425,18,15,,,Oprofile,sext,09/24/2009 17:16:29
426,19,15,,,Oprofile,sext,09/24/2009 17:16:29
427,20,15,,,Oprofile,sext,09/24/2009 17:16:29
428,21,15,,,Oprofile,sext,09/24/2009 17:16:29
429,22,15,,,Oprofile,sext,09/24/2009 17:16:29
430,24,15,,,Oprofile,sext,09/24/2009 17:16:29
431,25,15,,,Oprofile,sext,09/24/2009 17:16:29
432,26,15,,,Oprofile,sext,09/24/2009 17:16:29
433,27,15,,,Oprofile,sext,09/24/2009 17:16:29
434,28,15,,,Oprofile,sext,09/24/2009 17:16:29
435,23,184,,,TextContent,sext,10/01/2009 00:03:34
436,23,185,,,TextContent,sext,10/01/2009 00:05:11
437,23,186,,,TextContent,sext,10/01/2009 00:05:40
438,32,187,,,TextContent,sext,10/01/2009 00:05:54
439,23,188,,,TextContent,sext,10/01/2009 00:06:49
440,32,189,,,TextContent,sext,10/01/2009 00:07:00
441,23,190,,,TextContent,sext,10/01/2009 00:09:08
442,32,191,,,TextContent,sext,10/01/2009 00:09:21
443,23,192,,,TextContent,sext,10/01/2009 00:11:19
444,32,193,,,TextContent,sext,10/01/2009 00:11:31
446,23,195,,,TextContent,sext,10/01/2009 00:14:23
447,32,196,,,TextContent,sext,10/01/2009 00:14:35
448,23,197,,,TextContent,sext,10/01/2009 00:16:14
449,32,198,,,TextContent,sext,10/01/2009 00:16:25
451,21,199,,,TextContent,sext,10/01/2009 00:24:36
452,21,200,,,TextContent,sext,10/01/2009 00:27:31
453,21,201,,,TextContent,sext,10/01/2009 00:28:51
454,21,202,,,TextContent,sext,10/01/2009 00:29:30
455,21,203,,,TextContent,sext,10/01/2009 00:30:26
456,21,204,,,TextContent,sext,10/01/2009 00:31:13
458,7,206,,,TextContent,sext,10/01/2009 01:32:23
459,7,2,,,Article,poweron,10/19/2009 16:46:30
460,16,2,,,Article,poweron,10/19/2009 16:46:30
461,29,2,,,Article,poweron,10/19/2009 16:46:30
462,4,6,,,Article,poweron,10/19/2009 16:46:31
463,7,6,,,Article,poweron,10/19/2009 16:46:31
464,16,6,,,Article,poweron,10/19/2009 16:46:31
465,27,6,,,Article,poweron,10/19/2009 16:46:31
466,1,7,,,Article,poweron,10/19/2009 16:46:31
467,2,7,,,Article,poweron,10/19/2009 16:46:31
468,3,7,,,Article,poweron,10/19/2009 16:46:31
469,4,7,,,Article,poweron,10/19/2009 16:46:31
470,5,7,,,Article,poweron,10/19/2009 16:46:31
471,7,7,,,Article,poweron,10/19/2009 16:46:31
472,16,7,,,Article,poweron,10/19/2009 16:46:31
473,27,7,,,Article,poweron,10/19/2009 16:46:31
474,29,7,,,Article,poweron,10/19/2009 16:46:31
475,3,8,,,Article,poweron,10/19/2009 16:46:31
476,7,8,,,Article,poweron,10/19/2009 16:46:31
